0.845
0.741
0.933
0.825
0.767
0.837
0.732
0.667
0.596
0.868
0.785
0.622
0.751
0.738
0.628
0.781
0.853
0.763
0.726
0.625
0.852
0.783
0.759
0.734
0.959
0.689
0.798
0.756
0.859
0.719
0.716
0.685
0.954
0.608
0.616
0.898
0.759
0.632
0.687
0.609
0.752
0.756
0.802
0.885
0.942
0.756
0.744
0.937
0.622
0.812
0.793
0.753
0.875
0.887
0.778
0.621
0.606
0.877
0.758
0.697
0.724
0.887
0.907
0.657
0.632
0.656
0.56
0.783
0.574
0.828
0.96
0.712
0.678
0.739
0.793
0.675
0.747
0.96
0.614
0.763
